순번,시도본부,119안전센터명,주소,전화번호,FAX,위도,경도
676,충청북도,화산119안전센터,충청북도  제천시 강명길 17,043-641-7311,043-647-0119,37.118662231,128.204070958
677,충청북도,봉양119안전센터,충청북도  제천시 봉양읍 북부로1433,043-641-7341,043-648-6319,37.131578884,128.128625976
678,충청북도,보은119안전센터,충청북도 보은군 보은읍 남부로 4415,043-773-0210,043-773-0219,36.477001095,127.722028938
679,충청북도,속리산119안전센터,충청북도  보은군 속리산면 법주사로 278,043-773-0230,043-773-0239,36.532080281,127.823812601
680,충청북도,구병산119안전센터,충청북도  보은군 마로면 관기송현로 48,043-773-0250,043-773-0259,36.436649821,127.814481667
681,충청북도,옥천119안전센터,충청북도 옥천군 옥천읍 중앙로 132,043-730-1901,043-730-1909,36.307962548,127.574199719
682,충청북도,청산119안전센터,충청북도  옥천군 청산면 남부로 2306,043-730-1921,043-730-1929,36.345065086,127.781338140
683,충청북도,영동119안전센터,충청북도 영동군 영동읍 영동황간로 174,043-641-7119,043-740-7129,36.165641763,127.789066809
684,충청북도,황간119안전센터,충청북도  영동군 황간면 황간로 132,043-740-7141,043-740-7159,36.235391049,127.903802634
685,충청북도,학산119안전센터,충청북도  영동군 학산면 서산로 92,043-740-7171,043-740-7179,36.099659791,127.685778903
686,충청북도,증평119안전센터,충청북도  증평군 충청대로 1789,043-836-4119,043-830-0155,36.787846771,127.583754735
687,충청북도,진천119안전센터,충청북도 진천군 진천읍 진광로 93,043-539-8201,043-539-8209,36.872649273,127.441201614
688,충청북도,덕산119안전센터,충청북도 진천군 덕산읍 초금로 606-1,043-539-8241,043-539-8249,36.899270177,127.510660830
689,충청북도,광혜원119안전센터,충청북도 진천군 광혜원면 화랑길 99,043-539-8221,043-539-8229,36.991807011,127.436680332
690,충청북도,괴산119안전센터,충청북도 괴산군 괴산읍 괴강로 69,043-760-0214,043-760-0219,36.807584473,127.801430939
691,충청북도,청천119안전센터,충청북도  괴산군 청천면 선평길 78-9,043-760-0235,043-760-0239,36.658101061,127.734222596
692,충청북도,금왕119안전센터,충청북도 음성군 금왕읍 응천서길 11,043-877-0119,043-877-0129,36.989327718,127.594995479
693,충청북도,음성119안전센터,충청북도  음성군 음성읍 음성로 122,043-872-2119,043-873-6119,36.930359018,127.678540553
694,충청북도,대소119안전센터,충청북도  음성군 대소면 오산로 74,043-881-7119,043-878-1196,36.969425868,127.485900569
695,충청북도,감곡119안전센터,충청북도  음성군 감곡면 음성로 2652,043-881-3119,043-878-1197,37.112282702,127.643634701
696,충청북도,삼성119안전센터,충청북도  음성군 삼성면 금일로 831,043-878-5119,043-878-0126,37.016534507,127.503347595
697,충청북도,단양119안전센터,충청북도 단양군 단양읍 삼봉로 421-56,043-767-4210,043-767-4219,36.989069512,128.356386683
698,충청북도,매포119안전센터,충청북도  단양군 매포읍 평동4로 79,043-767-4237,043-767-4239,37.031149941,128.294853772
699,충청북도,옥산119안전센터 ,충청북도 청주시 흥덕구 오송가락로 1015,043-249-9180,043-268-1121,36.672100200,127.389310648
700,충청남도,두마119안전센터,충청남도 계룡시 두마면 사계로 170,042-540-5363,042-540-0411,36.261974861,127.274440106
701,충청남도,엄사119안전센터,충청남도 계룡시 엄사면 문화로 32,042-540-5331,042-540-5349,36.274362679,127.233135826
702,충청남도,계룡119안전센터,충청남도 공주시 계룡면 월암송정길 18,041-851-0422,041-852-3119,36.361332365,127.141429156
703,충청남도,동학사119안전센터,충청남도 공주시 반포면 동학사1로 110,041-851-0402,041-822-6108,36.363734932,127.253993097
704,충청남도,신관119안전센터,충청남도 공주시 의당로 31,041-851-0382,041-852-7119,36.475039783,127.129886537
705,충청남도,웅진119안전센터,충청남도 공주시 무령로 55,041-851-0332,041-851-0349,36.459448663,127.108349414
706,충청남도,유구119안전센터,충청남도 공주시 유구읍 유구외곽로 368,041-851-0362,041-841-7119,36.539949905,126.945954701
707,충청남도,정안119안전센터,충청남도 공주시 정안면 광정장터길 18,041-851-0442,,36.608682766,127.122657426
708,충청남도,금산119안전센터,충청남도 금산군 금산읍 삼풍로 2,041-750-1332,,36.099936761,127.480112382
709,충청남도,복진119안전센터,충청남도 금산군 진산면 읍내로 47-1,041-750-1382,041-752-1479,36.143199433,127.368363344
710,충청남도,추부119안전센터,충청남도 금산군 추부면 삼육로 47,041-750-1362,041-754-4399,36.193959255,127.468252541
711,충청남도,강경119안전센터,충청남도 논산시 강경읍 동안로 3,041-730-0362,041-745-0729,36.157821079,127.018226620
712,충청남도,내동119안전센터,충청남도 논산시 대학로 17,041-730-0333,041-730-0349,36.178259460,127.100382252
713,충청남도,반월119안전센터,충청남도 논산시 해월로 155,041-730-0404,041-733-3119,36.204559466,127.084240497
714,충청남도,연무119안전센터,충청남도 논산시 연무읍 동안로 1137,041-730-0382,041-742-7119,36.126521845,127.128254886
715,충청남도,연산119안전센터,충청남도 논산시 연산면 관창로 54,041-730-0429,041-735-9375,36.212471564,127.182778080
716,충청남도,기지시119안전센터,충청남도 당진시 송악읍 틀모시로 844,041-350-5442,041-352-6319,36.908494437,126.690828408
717,충청남도,당진119안전센터,충청남도 당진시 역천로 838,041-350-5338,041-350-5349,36.885648290,126.617936445
718,충청남도,석문119안전센터,충청남도 당진시 석문면 보덕포로 1069-21,041-350-5362,041-352-6789,36.985203981,126.588749369
719,충청남도,송악119안전센터,충청남도 당진시 송악읍 송악로 1019,041-350-5402,041-356-0016,36.960165499,126.768306526
720,충청남도,신평119안전센터,충청남도 당진시 신평면 신평길 133,041-350-5422,041-362-7119,36.881074121,126.777148513
721,충청남도,합덕119안전센터,충청남도 당진시 우강면 중방로 2,041-350-5382,041-363-3583,36.812819790,126.766654399
722,충청남도,명천119안전센터,충청남도 보령시 성주산로 63,041-930-0332,041-930-0349,36.333380334,126.608391084
723,충청남도,신흑119안전센터,충청남도 보령시 대천항로 205,041-930-0362,041-931-0217,36.316748519,126.514327268
724,충청남도,오천119안전센터,충청남도 보령시 오천면 충청수영로 701,041-930-0405,041-934-1190,36.437152454,126.530361200
725,충청남도,웅천119안전센터,충청남도 보령시 웅천읍 충서로 947,041-930-0383,041-932-5119,36.235154717,126.597142209
726,충청남도,주포119안전센터,충청남도 보령시 주포면 질재로 47-16,041-930-0424,041-930-0423,36.415287435,126.587586420
727,충청남도,백제119안전센터,충청남도 부여군 규암면 계백로 17,041-830-0332,041-830-0349,36.275033754,126.882228800
728,충청남도,사비119안전센터,충청남도 부여군 부여읍 쌍북리 184-11,041-830-0362,041-835-2119,,
729,충청남도,외산119안전센터,충청남도 부여군 외산면 만수로 235,041-830-0422,041-836-2119,36.302018133,126.705833685
730,충청남도,임천119안전센터,충청남도 부여군 임천면 성흥로179번길 1,041-830-0402,041-833-5119,36.184163371,126.896509422
731,충청남도,홍산119안전센터,충청남도 부여군 홍산면 북촌리 229-2,041-830-0382,041-835-9119,,
732,충청남도,대산119안전센터,충청남도 서산시 대산읍 망일산로 831-15,041-689-0362,041-681-5019,36.940861059,126.439536458
733,충청남도,동부119안전센터,충청남도 서산시 학동3로 52,041-689-0382,041-668-4118,36.789909257,126.459621361
734,충청남도,부석119안전센터,충청남도 서산시 부석면 강경벌로 10,041-689-0422,041-669-1196,36.717493638,126.393683884
735,충청남도,성연119안전센터,충청남도 서산시 성연면 성연5로 92-31,041-689-0442,041-664-3119,36.826014065,126.446922183
736,충청남도,예천119안전센터,충청남도 서산시 호수공원 14로 26-4,041-689-0332,041-689-0349,36.773241862,126.444874465
737,충청남도,해미119안전센터,충청남도 서산시 해미면 성지3길 29,041-689-0402,041-688-2118,36.709806999,126.542801592
738,충청남도,비인119안전센터,충청남도 서천군 비인면 비인로 141,041-955-0382,041-952-0149,36.138288418,126.605219344
739,충청남도,서면119안전센터,충청남도 서천군 서면 부사로 153,041-955-0402,041-951-3911,36.163148210,126.531592015
740,충청남도,서천119안전센터,충청남도 서천군 서천읍 충절로49번길 33-8,041-955-0362,041-953-1190,36.076911024,126.688608345
741,충청남도,장항119안전센터,충청남도 서천군 장항읍 장항로 37,041-955-0332,041-955-0349,36.013497879,126.683025587
742,충청남도,판교119안전센터,충청남도 서천군 판교면 대백제로 1953-24,041-955-0442,041-951-0119,36.157915665,126.689818610
743,충청남도,한산119안전센터,충청남도 서천군 한산면 충절로 1164,041-955-0422,041-952-1110,36.083114558,126.806211792
744,충청남도,둔포119안전센터,충청남도 아산시 충무로 1848,041-538-0362,041-531-8119,36.931268607,127.042772843
745,충청남도,모종119안전센터,충청남도 아산시 모종로 77,041-538-0332,041-538-0219,36.786051826,127.025751748
746,충청남도,배방119안전센터,충청남도 아산시 배방읍 배방로 38,041-538-0422,041-534-1121,36.773868935,127.053886957
747,충청남도,신창119안전센터,충청남도 아산시 신창면 순천향로 48,041-538-0382,041-541-2019,36.771217930,126.935389006
748,충청남도,인주119안전센터,충청남도 아산시 인주면 공세길 19,041-538-0402,041-534-5119,36.880493947,126.910009691
749,충청남도,장재119안전센터,충청남도 아산시 배방읍 용연로 88,041-538-0462,041-548-0470,36.789042795,127.090531422
750,충청남도,탕정119안전센터,충청남도 아산시 탕정면 탕정면로 26,041-538-0442,041-546-1119,36.798488050,127.060001918
751,충청남도,금오119안전센터,충청남도 예산군 예산읍 예당관광로 760,041-330-4362,041-335-3119,36.678525465,126.827137534
752,충청남도,덕산119안전센터,충청남도 예산군 덕산면 도청대로 1160,041-330-4402,041-338-4119,36.704840748,126.673197255
753,충청남도,삽교119안전센터,충청남도 예산군 삽교읍 삽교로1길 34,041-330-4382,041-338-3119,36.688979699,126.738360008
754,충청남도,오가119안전센터,충청남도 예산군 오가면 오가중앙로 111,041-330-4332,041-330-4349,36.686563245,126.801392692
755,충청남도,구성119안전센터,충청남도 천안시 동남구 천안대로 580,041-570-0330,041-570-0349,36.800187311,127.165317590
756,충청남도,독립119안전센터,충청남도 천안시 동남구 목천읍 독립기념관로 1,041-570-0360,041-557-3119,36.780148108,127.228582023
757,충청남도,병천119안전센터,충청남도 천안시 동남구 병천면 아우내순대길 78,041-570-0380,041-569-0119,36.764350492,127.301021097
758,충청남도,청당119안전센터,충청남도 천안시 동남구 청수14로 91,041-570-0400,041-553-1192,36.785817225,127.156146725
759,충청남도,풍세119안전센터,충청남도 천안시 동남구 풍세면 풍세로 89,041-570-0420,,36.722542963,127.119765245
760,충청남도,두정119안전센터,충청남도 천안시 서북구 1공단2길 13,041-360-0400,041-565-2119,36.827841885,127.146280347
761,충청남도,불당119안전센터,충청남도 천안시 서북구 불당23로 62,041-360-0490,,36.817826069,127.107730032
762,충청남도,서부119안전센터,충청남도 천안시 서북구 양지18길 22,041-360-0380,041-576-2110,36.812269549,127.138785121
763,충청남도,성거119안전센터,충청남도 천안시 서북구 성거읍 천흥8길 11,041-360-0360,041-622-0119,36.883291402,127.207871950
764,충청남도,성환119안전센터,충청남도 천안시 서북구 성환읍 성환1로 395,041-360-0420,041-583-2119,36.927660570,127.131169990
765,충청남도,쌍용119안전센터,충청남도 천안시 서북구 월봉로 78,041-360-0440,041-577-3119,36.797597448,127.118315772
766,충청남도,입장119안전센터,충청남도 천안시 서북구 입장면 망향로 1107,041-360-0460,041-584-5119,36.909036681,127.227266190
767,충청남도,직산119안전센터,충청남도 천안시 서북구 직산읍 직산로 246,041-360-0480,,36.896529721,127.165678255
768,충청남도,차암119안전센터,충청남도 천안시 서북구 직산읍 4산단2길 32,041-360-0330,041-360-0349,36.862579183,127.116121712
769,충청남도,정산119안전센터,충청남도 청양군 정산면 서정4길 49,041-940-7362,041-940-7113,36.416618365,126.947868284
770,충청남도,청양119안전센터,충청남도 청양군 청양읍 충절로 1187,041-940-7332,041-940-7349,36.451643565,126.792455874
771,충청남도,근흥119안전센터,충청남도 태안군 근흥면 신진대교길 201-8,041-671-0402,041-673-7119,36.682627447,126.147120266
772,충청남도,안면119안전센터,충청남도 태안군 안면읍 장터로 77,041-671-0362,041-673-1192,36.515896612,126.348105140
773,충청남도,원북119안전센터,충청남도 태안군 원북면 원이로 1031,041-671-0382,041-673-2119,36.835650840,126.272390509
774,충청남도,태안119안전센터,충청남도 태안군 태안읍 동백로 100,041-671-0332,041-671-0349,36.758023217,126.286115978
775,충청남도,갈산119안전센터,충청남도 홍성군 갈산면 갈산로150번길 16,041-630-0402,041-634-3119,36.599919940,126.554204681
776,충청남도,광천119안전센터,충청남도 홍성군 광천읍 충서로 354,041-630-0382,041-642-6119,36.514047505,126.622489243
777,충청남도,구룡119안전센터,충청남도 홍성군 홍성읍 충절로 741,041-630-0334,041-630-0349,36.585018479,126.695418674
778,충청남도,내포119안전센터,충청남도 홍성군 홍북읍 의향로 133,041-630-0422,041-635-9120,36.647365377,126.677099135
779,충청남도,옥암119안전센터,충청남도 홍성군 홍성읍 충서로 1258,041-630-0362,041-631-8240,36.588824927,126.657560380
780,전라북도,효자119안전센터,전북특별자치도 전주시 완산구 거마평로 73,063-220-4272,063-289-1023,35.799183570,127.116328170
781,전라북도,서부119안전센터,전북특별자치도 전주시 완산구 우전로 228,063-220-4278,063-289-1024,35.814884224,127.102275848
782,전라북도,교동119안전센터,전북특별자치도 전주시 완산구 경기전길 183,063-220-4273,063-289-1025,35.811183302,127.151742883
783,전라북도,서신119안전센터,전북특별자치도 전주시 완산구 전룡로 138,063-220-4274,063-289-1026,35.829111229,127.127823237
784,전라북도,평화119안전센터,전북특별자치도 전주시 완산구 평화로 105,063-220-4275,063-289-1027,35.786223877,127.133832102
785,전라북도,금암119안전센터,전북특별자치도 전주시 덕진구 백제대로 611,063-274-0119,063-250-4269,35.842400907,127.136655768
786,전라북도,아중119안전센터,전북특별자치도 전주시 덕진구 진버들4길 16,063-246-3119,063-250-4297,35.836006980,127.163736117
787,전라북도,팔복119안전센터,전북특별자치도 전주시 덕진구 온고을로 430,063-212-0119,063-250-4296,35.850584034,127.082318277
788,전라북도,전미119안전센터,전북특별자치도 전주시 덕진구 과학로 144,063-253-3119,063-250-4297,35.881887051,127.128723187
789,전라북도,사정119안전센터,전북특별자치도 군산시 번영로 308 ,063-450-0228,063-289-1043,35.962847964,126.751063887
790,전라북도,금동119안전센터,전북특별자치도 군산시 군산창길 1,063-450-0274,063-289-1044,35.989806598,126.707225295
791,전라북도,항만119안전센터,전북특별자치도 군산시 외항로 436,063-450-0275,063-289-1045,35.966130267,126.621652482
792,전라북도,비응119안전센터,전북특별자치도 군산시 새만금북로 43,063-450-0279,063-289-1046,35.943771171,126.540828681
793,전라북도,지곡119안전센터,전북특별자치도 군산시 백토로 223,063-450-0273,063-289-1047,35.959103608,126.704757408
794,전라북도,내흥119안전센터,전북특별자치도 군산시 구암3.1로 147,063-450-0277,063-289-1048,35.981713687,126.735633365
795,전라북도,산북119안전센터,전북특별자치도 군산시 산북로 71-11,063-450-0276,063-289-1049,35.960279507,126.672347343
796,전라북도,대야119안전센터,전북특별자치도 군산시 대야면 대야관통로 5,063-450-0278,063-289-1050,35.942830768,126.806545907
797,전라북도,팔봉119안전센터,전북특별자치도 익산시 무왕로 1338,063-836-2119,063-839-3289,35.962274550,127.005150201
798,전라북도,신동119안전센터,전북특별자치도 익산시 인북로 397,063-855-0119,063-837-5119,35.963502465,126.962786677
799,전라북도,공단119안전센터,전북특별자치도 익산시 선화로 429,063-833-0119,063-838-8119,35.947168268,126.976891968
800,전라북도,인화119안전센터,전북특별자치도 익산시 목천로 301,063-852-0119,063-842-7119,35.928314828,126.954539406
801,전라북도,모현119안전센터,전북특별자치도 익산시 배산로 181,063-853-0119,063-855-1119,35.953727394,126.941782768
802,전라북도,함열119안전센터,전북특별자치도 익산시 함열읍 함열중앙로 133,063-861-0119,063-861-7119,36.076140258,126.971919177
803,전라북도,금마119안전센터,전북특별자치도 익산시 금마면 미륵사지로 130,063-839-3278,063-838-1191,35.997745499,127.047682826
804,전라북도,하북119안전센터,전북특별자치도 정읍시 서부산업도로 507-5,063-570-1272,063-289-1083,35.588108850,126.858644862
805,전라북도,시기119안전센터,전북특별자치도 정읍시 정읍남로 1421,063-570-1273,063-289-1084,35.557960475,126.857393436
806,전라북도,신태인119안전센터,전북특별자치도 정읍시 신태인읍 정신로 1241,063-570-1274,063-289-1085,35.691360287,126.878329360
807,전라북도,영원119안전센터,전북특별자치도 정읍시 영원면 영원로 1048,063-570-1275,063-289-1086,35.652169843,126.784203250
808,전라북도,칠보119안전센터,전북특별자치도 정읍시 칠보면 태산로 2165 ,063-570-1276,063-289-1088,35.604906741,126.993462093
809,전라북도,식정119안전센터,전북특별자치도 남원시 요천로 1965,063-626-0119,063-630-8385,35.437007108,127.416372349
810,전라북도,인월119안전센터,전북특별자치도 남원시 인월면 황산로 1828,063-636-5119,063-635-4119,35.465419527,127.602211609
811,전라북도,금지119안전센터,전북특별자치도 남원시 금지면 요천로 43,063-635-2119,063-631-2119,35.313558868,127.298551857
812,전라북도,교동119안전센터,전북특별자치도 김제시 벽성로 278,063-540-4272,063-289-1103,35.798872631,126.870010824
813,전라북도,검산119안전센터,전북특별자치도 김제시 두월로 384,063-540-4275,063-289-1107,35.805759453,126.914148903
814,전라북도,만경119안전센터,전북특별자치도 김제시 만경읍 두릉길 49,063-540-4273,063-289-1104,35.853829435,126.819219295
815,전라북도,금산119안전센터,전북특별자치도 김제시 금산면 금산사로 29,063-540-4274,063-289-1105,35.719560519,126.994635798
816,전라북도,봉동119안전센터,전북특별자치도 완주군 삼례읍 삼봉로 518,063-290-0272,063-289-1113,35.926373391,127.124156659
817,전라북도,삼례119안전센터,전북특별자치도 완주군 삼례읍 삼례역로 27,063-290-0273,063-289-1114,35.908862046,127.070534964
818,전라북도,고산119안전센터,전북특별자치도 완주군 고산면 고산로 49,063-290-0274,063-289-1115,35.975953211,127.202603222
819,전라북도,혁신119안전센터,전북특별자치도 완주군 이서면 지사제2로 12,063-290-0275,063-289-1116,35.832151055,127.023480461
820,전라북도,구이119안전센터,전북특별자치도 완주군 구이면 구이로 1475-5,063-290-0276,063-289-1118,,
821,전라북도,진안119안전센터,전북특별자치도 진안군 진안읍 쇠징계로 9,063-786-5272,063-786-5384,35.798905769,127.435502584
822,전라북도,마령119안전센터,전북특별자치도 진안군 마령면 임진로 2077-24,063-786-5283,063-432-4119,35.731795004,127.369792390
823,전라북도,무주119안전센터,전북특별자치도 무주군 무주읍 당산강변로 126,063-780-3282,063-289-1172,36.002748983,127.654912309
824,전라북도,구천동119안전센터,전북특별자치도 무주군 설천면 구천동1로 54,063-780-3273,063-289-1173,35.903230261,127.776864091
825,전라북도,장계119안전센터,전북특별자치도 장수군 장계면 육십령로 136,063-350-6272,063-289-1143,35.732242253,127.589590922
826,전라북도,장수119안전센터,전북특별자치도 장수군 장수읍 호비로 42,063-350-6285,063-289-1146,35.649928685,127.521241541
827,전라북도,임실119안전센터,전북특별자치도 임실군 임실읍 감천로 33,063-778-2272,063-289-1182,35.610620536,127.288924728
828,전라북도,순창119안전센터,전북특별자치도 순창군 순창읍 교성로 24,063-560-9272,,35.372052233,127.133916904
829,전라북도,고창119안전센터,전북특별자치도 고창군 고창읍 녹두로 1294,063-560-1272,063-289-1123,35.432464851,126.688102809
830,전라북도,무장119안전센터,전북특별자치도 고창군 무장면 무장남북로 20-5,063-560-1273,063-289-1124,35.416542672,126.561579236
831,전라북도,흥덕119안전센터,전북특별자치도 고창군 흥덕면 문화2길 21,063-560-1274,063-289-1125,35.517373358,126.703272352
832,전라북도,대산119안전센터,전북특별자치도 고창군 대산면 공음대산로 932,063-560-1275,063-289-1126,35.339911331,126.598368014
833,전라북도,부안119안전센터,전북특별자치도 부안군 행안면 변산로 86,063-580-1272,063-289-1133,35.729789250,126.711849177
834,전라북도,격포119안전센터,전북특별자치도 부안군 변산면 격포항길 64-17,063-580-1273,063-289-1134,35.620081026,126.470623829
835,전라남도,하당119안전센터,전라남도 목포시 삼향천로 110,061-280-0890,061-280-0910,34.809985549,126.430237885
836,전라남도,호남119안전센터,전라남도  목포시 영산로 165,061-280-0925,061-280-0929,34.797116101,126.387983630
837,전라남도,경동119안전센터,전라남도  목포시 유동로 42번길 1,061-280-0930,061-280-0934,34.785576347,126.380690416
838,전라남도,삼학119안전센터,전라남도 목포시 삼학로 218,061-280-0935,061-280-0939,34.790185674,126.406755992
839,전라남도,연산119안전센터,전라남도 목포시 산정공단로 64,061-280-0940,061-280-0944,34.818773638,126.377720978
840,전라남도,학동119안전센터,전라남도 여수시 망마로 20,061-680-0890,061-680-0910,34.760025046,127.665237210
841,전라남도,평여119안전센터,전라남도 여수시 여수산단로 321(평여동),061-680-0940,061-680-0944,34.811070404,127.670526178
842,전라남도,소라119안전센터,전라남도 여수시 소라면 여순로 297,061-680-0955,061-680-0959,34.831039648,127.614544510
843,전라남도,연등119안전센터,전라남도 여수시 좌수영로 162(연등동),061-680-0925,061-680-0929,34.754763635,127.726715872
844,전라남도,여서119안전센터,전라남도 여수시 문수로 131(문수동),061-680-0945,061-680-0949,34.756487671,127.708081543
845,전라남도,봉산119안전센터,전라남도 여수시 어항단지로 222-5(남산동),061-680-0935,061-680-0939,34.730215562,127.730116191
846,전라남도,돌산119안전센터,전라남도 여수시 돌산읍 강남로 34,061-680-0950,061-680-0954,34.718634015,127.750199750
847,전라남도,서면119안전센터,전라남도 순천시 서면 삼산로 281,061-750-0890,061-750-0910,34.986629197,127.504004421
848,전라남도,저전119안전센터,전라남도 순천시 중앙로 19,061-750-0925,061-750-0929,34.948076143,127.486555484
849,전라남도,왕조119안전센터,전라남도 순천시 기적의도서관1길 30,061-750-0930,061-750-0934,34.952645110,127.524762195
850,전라남도,연향119안전센터,전라남도 순천시 연향1로 26,061-750-0940,061-750-0944,34.944743894,127.517122609
851,전라남도,승주119안전센터,전라남도 순천시 승주읍 승평길 19-17,061-750-0935,061-750-0939,35.019480236,127.372862427
852,전라남도,해룡119안전센터,전라남도 순천시 해룡면 율촌산단5로 17,061-750-0950,061-750-0954,34.891728957,127.586508136
853,전라남도,신대119안전센터,전라남도 순천시 해룡면 매안로142,061-750-0955,061-750-0959,34.935974995,127.550523294
854,전라남도,경현119안전센터,전라남도 나주시 예향로 4201,061-330-0890,061-330-0940,35.027871603,126.709488640
855,전라남도,이창119안전센터,전라남도 나주시 이창택지길 6-13,061-330-0925,061-330-0929,34.994975638,126.706409537
856,전라남도,남평119안전센터,전라남도 나주시 남평읍 지석로 106,061-330-0930,061-330-0934,35.041397173,126.846024349
857,전라남도,빛가람119안전센터,전라남도 나주시 그린로 296,061-330-0935,061-330-0939,35.013106723,126.796060476
858,전라남도,중마119안전센터,전라남도 광양시 중마중앙로 109,061-798-0890,061-798-0910,34.940070868,127.697711422
859,전라남도,금호119안전센터,전라남도 광양시 희망길 12-12(금호동),061-798-0935,061-798-0939,34.936584215,127.725299642
860,전라남도,광양119안전센터,전라남도 광양시 광양읍 서변천로 175,061-798-0925,061-798-0929,,
861,전라남도,광영119안전센터,전라남도 광양시 금영로 87(광영동),061-798-0930,061-798-0934,34.958774503,127.720299918
862,전라남도,담양119안전센터,전라남도 담양군 담양읍 추성로 1232,061-380-0890,061-380-0895,35.318352711,126.973931602
863,전라남도,고서119안전센터,전라남도 고서면 창평헌로 398,061-380-0935,061-380-0939,,
864,전라남도,곡성119안전센터,전라남도 곡성군 곡성읍 학교로 7,061-357-0890,061-357-0919,35.277228485,127.289427719
865,전라남도,옥과119안전센터,전라남도 곡성군 옥과면 리문6길 29,061-357-0926,061-357-0929,35.274540802,127.137460956
866,전라남도,구례119안전센터,전라남도 구례군 구례읍 양정4길 37,061-749-0890,061-749-0910,35.202329140,127.470182699
867,전라남도,고흥119안전센터,전라남도 고흥군 풍양면 고흥로 1330,061-840-0890,061-840-0910,34.581569292,127.256037738
868,전라남도,도양119안전센터,전라남도 고흥군 도양읍 녹동신항5길 4,061-840-0925,061-840-0929,34.525925561,127.141212899
869,전라남도,과역119안전센터,전라남도 고흥군 과역면 과역로 974,061-840-0930,061-840-0934,34.683552046,127.371870238
870,전라남도,나로119안전센터,전라남도 고흥군 봉래면 나로도항길 13,061-840-0970,061-840-0934,34.463248633,127.458894924
871,전라남도,벌교119안전센터,전라남도 보성군 벌교읍 녹색로 5247,061-859-0890,061-859-0910,34.838465281,127.315488562
872,전라남도,보성119안전센터,전라남도 보성군 보성읍 송재로 235,061-859-0925,061-859-0929,34.775648644,127.084064196
873,전라남도,홍교119안전센터,전라남도 보성군 벌교읍 홍암로 116-4,061-859-0930,061-859-0934,34.846732226,127.354369816
874,전라남도,화순119안전센터,전라남도 화순군 화순읍 학포로 2750,061-379-0890,061-379-0910,35.050688965,126.971391971
875,전라남도,능주119안전센터,전라남도 화순군 능주면 지석로 1428,061-379-0925,061-379-0929,34.996016711,126.949962567
876,전라남도,동복119안전센터,전라남도 화순군 동복면 천변길 7,061-379-0930,061-379-0933,35.070079166,127.127380519
877,전라남도,장흥119안전센터,전라남도 장흥군 장흥읍 북부로 138,061-850-0890,061-850-0910,34.689079095,126.915634649
878,전라남도,정남진119안전센터,전라남도 장흥군 관산읍 관산우회로 103,061-850-0925,061-850-0929,34.564973308,126.935396572
879,전라남도,강진119안전센터,전라남도 강진군 군동면 중앙로 223,061-430-0890,061-430-0910,34.643228340,126.780926328
880,전라남도,성전119안전센터,전라남도 강진군 성전면 강진산단로1길 23,061-430-0925,061-430-0929,34.679304014,126.737662262
881,전라남도,해남119안전센터,전라남도 해남군 해남읍 교육청길 82,061-530-0890,061-530-0910,34.566261621,126.607591785
882,전라남도,땅끝119안전센터,전라남도 해남군 송지면 미야길 237-3,061-530-0940,061-530-0944,34.378083402,126.522196635
883,전라남도,삼호119안전센터,전라남도 영암군 삼호읍 나불로 192,061-460-0890,061-460-0910,34.766704013,126.439289944
884,전라남도,영암119안전센터,전라남도 영암군 영암읍 월출로 46,061-460-0925,061-460-0929,34.798581328,126.685991984
885,전라남도,신북119안전센터,전라남도 영암군 신북면 아이랑로 52,061-460-0930,061-460-0934,,
886,전라남도,무안119안전센터,전라남도 무안군 무안읍 공항로 133,061-450-0890,061-450-0910,34.995134121,126.466570278
887,전라남도,일로119안전센터,전라남도 무안군 일로읍 삼일로 493-1,061-450-0925,061-450-0929,34.851149546,126.490022762
888,전라남도,해제119안전센터,전라남도 무안군 해제면 현해로 1621,061-450-0930,061-450-0934,35.112414613,126.301070979
889,전라남도,남악119안전센터,전라남도 무안군 삼향읍 남악5로72번길81-18,061-450-0935,061-450-0939,34.811516663,126.482493420
890,전라남도,청계119안전센터,전라남도 무안군 청계면 백려동2길 14-13,061-450-0970,061-450-0939,,
891,전라남도,함평119안전센터,전라남도 함평군 대동면 학동로 386,061-338-0890,061-338-0910,35.060546697,126.538974263
892,전라남도,나산119안전센터,전라남도 함평군 나산면 함장로 2786,061-338-0925,061-338-0929,35.145430244,126.604528195
893,전라남도,영광119안전센터,전라남도 영광군 영광읍 함영로 3508,061-350-0890,061-350-0921,35.263208530,126.509074869
894,전라남도,홍농119안전센터,전라남도 영광군 홍농읍 홍농로 543,061-350-0925,061-350-0929,35.402361726,126.449017736
895,전라남도,장성119안전센터,전라남도 장성군 장성읍 단풍로 204,061-360-0890,061-360-0910,35.320237707,126.799581585
896,전라남도,삼계119안전센터,전라남도 장성군 삼계면 영장로 1632,061-360-0925,061-360-0929,35.255058892,126.667262795
897,전라남도,완도119안전센터,전라남도 완도군 농공단지길 7,061-470-0890,061-470-0910,34.338632323,126.729596849
898,전라남도,고금119안전센터,전라남도 완도군 고금면 고금동로 266,061-470-0925,061-470-0929,34.402879508,126.825305908
899,전라남도,진도119안전센터,전라남도 진도군 진도읍 진도대로 6935,061-540-0890,061-540-0921,34.472400196,126.246700504
900,전라남도,임회119안전센터,전라남도 진도군 임회면 십일시장길 34,061-540-0925,061-540-0929,34.411985770,126.192936991
